what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.indent",1333989436205
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989436944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1333989452492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1333989456221
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.indent",1333989456460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989462626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333989471387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333989483157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1333989483685
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.indent",1333989484026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989484580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333989497714
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333989499459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333989502842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333989505737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333989508114
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989508614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333989511798
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989512283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989532354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1333989533132
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.indent",1333989533366
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333989568456
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333989569451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989601833
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989620847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1333989644684
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.indent",1333989645046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989656553
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989661752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989698598
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989705738
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333989726113
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333989753732
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333989754785
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333989754786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989763565
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333989774752
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333989780913
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333989781505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333989854960
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333994649905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333994650058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333994652716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333994707601
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333994708782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333994729765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333994771521
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333994773680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333994776346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333994876348
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333994934241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995011301
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333995138148
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995138243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995140391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995335695
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333995335883
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333995412893
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333995413993
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333995419228
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333995420646
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995423232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995424673
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333995432604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995434181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995535361
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333995536487
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333995547091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995552925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995789564
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1333995792260
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333995792373
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333995792433
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333995817838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995871613
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995873086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333995873174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996138464
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333996153438
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1333996157107
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333996157169
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333996170943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996172229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996240838
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333996242367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333996321702
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333996322981
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333996324485
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333996333999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996336936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996390440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333996420178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333996445097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333996462869
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333996466165
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333996472347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996474901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996593963
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996595697
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996758549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996766064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996771170
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1333996792832
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333996792922
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333996795039
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333996809295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333996834838
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333996836469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996892486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996895001
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333996895685
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333996911535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996914151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996921485
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333996922711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996925269
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996934399
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333996947266
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333996971456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333997065389
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333997077057
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333997143207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333997372255
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333997375557
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333997382140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333997384683
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333997386109
