what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508050214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508056972
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333508098460
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333508153040
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333508199606
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333508200499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508206540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508207993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508210523
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333508212130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508233354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508234639
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333508246865
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333508254728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333508258470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333508260121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508264174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508275229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333508277687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333508279445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508283801
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508290893
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333508292061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508292531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508305979
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333508311510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508312010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508320294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508452524
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333508454773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508455150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508494298
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333508495209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508495969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508547566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508567840
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1333508568877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508569222
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508585544
executed,command,de.innot.avreclipse.ui,2.4.0.201203041437,"de.innot.avreclipse.commands.uploadproject",1333508587072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508587651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508595913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508677937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508685186
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508696141
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333508699967
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333508700970
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333508702252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333508724071
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333508728725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333508730493
